gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
bat_1h,Menorca,battery,2021,0.0,0.0,0.0
bat_1h,Menorca,battery,2022,0.0,0.0,0.0
bat_1h,Menorca,battery,2023,0.0,0.0,0.0
bat_1h,Menorca,battery,2024,0.0,0.0,0.0
bat_1h,Menorca,battery,2025,0.0,0.0,0.0
bat_1h,Menorca,battery,2026,1.738968350000002,0.0,0.0
bat_1h,Menorca,battery,2027,1.8425953000000017,0.0,0.0
bat_1h,Menorca,battery,2028,1.7511084500000018,0.0,0.0
bat_1h,Menorca,battery,2029,1.754143300000002,0.0,0.0
bat_1h,Menorca,battery,2030,1.4226082500000015,0.0,0.0
bat_2h,Menorca,battery,2021,0.0,0.0,0.0
bat_2h,Menorca,battery,2022,0.0,0.0,0.0
bat_2h,Menorca,battery,2023,0.0,0.0,0.0
bat_2h,Menorca,battery,2024,0.0,0.0,0.0
bat_2h,Menorca,battery,2025,0.0,0.0,0.0
bat_2h,Menorca,battery,2026,0.0,0.0,0.0
bat_2h,Menorca,battery,2027,0.0,0.0,0.0
bat_2h,Menorca,battery,2028,0.0,0.0,0.0
bat_2h,Menorca,battery,2029,0.0,0.0,0.0
bat_2h,Menorca,battery,2030,0.0,0.0,0.0
bat_4h,Menorca,battery,2021,0.0,0.0,0.0
bat_4h,Menorca,battery,2022,0.0,0.0,0.0
bat_4h,Menorca,battery,2023,0.0,0.0,0.0
bat_4h,Menorca,battery,2024,0.0,0.0,0.0
bat_4h,Menorca,battery,2025,0.0,0.0,0.0
bat_4h,Menorca,battery,2026,0.0,0.0,0.0
bat_4h,Menorca,battery,2027,0.0,0.0,0.0
bat_4h,Menorca,battery,2028,0.0,0.0,0.0
bat_4h,Menorca,battery,2029,0.0,0.0,0.0
bat_4h,Menorca,battery,2030,0.0,0.0,0.0
cable,Menorca,cable,2021,183.34852900000112,0.0,36141.66203647982
cable,Menorca,cable,2022,176.14517200000125,0.0,34721.73630463978
cable,Menorca,cable,2023,174.66810550000125,0.0,34430.57695615978
cable,Menorca,cable,2024,163.6316920000011,0.0,32255.079127039837
cable,Menorca,cable,2025,154.06419350000078,0.0,30369.13382271988
cable,Menorca,cable,2026,130.71800160588282,0.0,25767.13247655149
cable,Menorca,cable,2027,133.28941994117687,0.0,26274.010458804663
cable,Menorca,cable,2028,132.15247495882394,0.0,26049.895863883274
cable,Menorca,cable,2029,136.23913338823579,0.0,26855.45797348892
cable,Menorca,cable,2030,178.6999264647057,0.0,35225.329504722904
diesel,Menorca,diesel,2021,1.1816980000000004,0.0,972.4192842000007
diesel,Menorca,diesel,2022,1.2440680000000004,0.0,1023.7435572000002
fueloil,Menorca,fueloil,2021,45.89302200000004,0.0,39702.05333220001
fueloil,Menorca,fueloil,2022,45.10926700000003,0.0,39024.026881699996
mila_wind,Menorca,wind,2021,6.155337999999952,0.0,0.0
mila_wind,Menorca,wind,2022,5.92799899999996,0.0,0.0
mila_wind,Menorca,wind,2023,5.770040499999964,0.0,0.0
mila_wind,Menorca,wind,2024,5.7457889999999585,0.0,0.0
mila_wind,Menorca,wind,2025,5.6179199999999625,0.0,0.0
mila_wind,Menorca,wind,2026,5.574239999999963,0.0,0.0
mila_wind,Menorca,wind,2027,5.572447999999956,0.0,0.0
mila_wind,Menorca,wind,2028,5.300287999999964,0.0,0.0
